"","garrett_3","garrett_4","garrett_5","garrett_7","garrett_8","garrett_9","garrett_10","garrett_11","garrett_12","garrett_13","garrett_14","garrett_15","garrett_17","garrett_18","garrett_19","garrett_21","garrett_28","garrett_30","garrett_31","garrett_36","garrett_43","garrett_46","garrett_48","25617X10","25617X11","25617X16","25617X17","25617X18","25617X19","25617X20","25617X21","25617X9"
"Croceimicrobium",0,0,0,0,0,0.000365823098924053,0,0,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0,0,0,0,0,0,0,0.00023942891415396,0.000266485655396953,0,3.02267581167158e-05,0.000109607732801192,0.000198149079610173,0,2.32038068474898e-05,7.19508886258524e-06,0
"Owenweeksia",9.51909983584312e-05,0,9.11197431881158e-05,0.000121783099428594,0,0.000243882065949369,0,3.08999136347414e-05,0.000100750896431101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13188524317562e-05,0,3.77834476458947e-05,0.00032273387991462,0.000202365017474219,0,3.09384091299864e-05,6.47557997632672e-05,0
"Blattabacterium",4.75954991792156e-05,0,0,0.000365349298285781,0,0.000121941032974684,0.000260995069803131,9.26997409042242e-05,0.000470170850011805,0,0,4.21531313664401e-05,0,0,0.000103070469279847,0,0.000463127523321365,7.12587719548276e-05,0,0.00014982305896736,0.000222665574120916,0,0.00011971445707698,3.73079917555734e-05,0,0.000680102057626105,0.000639378441340286,0.000838971634945201,0,8.50806251074626e-05,9.35361552136082e-05,0
"Fluviicola",0,0,0,0,0,0,0.000130497534901566,6.17998272694828e-05,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,0,0.000104861153346853,0,7.12587719548276e-05,0,0,0,0,0,2.13188524317562e-05,0,5.28968267042526e-05,6.69825033785061e-05,0.000148963137862967,0,2.32038068474898e-05,0,7.74509348327834e-05
"Hymenobacter",0.00437878592448784,0,0.000364478972752463,0.00535845637485812,0,0.0149377765393988,0.00247945316312975,0.000710698013599052,0.00137692891789171,0.00560219261200076,0,0.00134890020372608,0,0.000144587232369033,0.00159759227383762,0.0108006987947259,0.0215354298344435,0.00135391666714173,0.00109267077419822,0.00988832189184573,0.000445331148241833,0.00421847481043229,0.005985722853849,0.00442899159269735,0.00271190917226637,0.00323426311848859,0.0184810816139787,0.0172164849241435,0.000428977710614003,0.00396011636863826,0.00304352258887356,0.000309803739331134
"Pontibacter",0.000904314484405097,0,0.000273359229564347,0.00097426479542875,0,0.00195105652759495,0.00091348274431096,0.000247199309077931,0.000503754482155505,0.000861875786461655,0,0.000337225050931521,0,0.000289174464738066,0.000103070469279847,0.00304097344705875,0.00277876513992819,7.12587719548276e-05,0.000136583846774777,0.00134840753070624,0.000222665574120916,0.00087884891884006,0.00107743011369282,7.46159835111468e-05,0.000471636377785455,0.000801009090092968,0.00338566107985904,0.00260263897473788,0,0.000765725625967164,0.00060438746445716,0
"Rufibacter",0.000428359492612941,0,0,0.000365349298285781,0,0.000487764131898738,0,3.08999136347414e-05,0.000638089010730306,0,0,0.000168612525465761,0,0,5.15352346399233e-05,0.000838889226774828,0.000463127523321365,0,0,0.000599292235869438,0,0,0.00071828674246188,4.26377048635124e-05,0.000117909094446364,0.00123174039325617,0.00150406166677191,0.00110598103300146,1.47923348487587e-05,0.000324853295864857,0.000122316510663949,0
"Adhaeribacter",0.000380763993433725,0,0,0,0,0.000182911549462027,0,0.000247199309077931,0.000100750896431101,0.00129281367969248,0,4.21531313664401e-05,0,0,0,0.000943750380121681,0.000578909404151707,7.12587719548276e-05,0.000136583846774777,0.000449469176902079,0,0,0.00071828674246188,1.06594262158781e-05,0.000235818188892727,0.000128463721996042,0.000334912516892531,0.000361165343686627,0,0.000131488238802442,5.75607109006819e-05,0
"Nibribacter",0.000475954991792156,0,0,0.000121783099428594,0.00023000138000828,6.09705164873422e-05,0,0,0,0,0,8.43062627328803e-05,0,0,0.00015460570391977,0.000419444613387414,0.000115781880830341,7.12587719548276e-05,0.000136583846774777,0,0,0.000527309351304036,0.00023942891415396,5.32971310793906e-06,0.000117909094446364,7.55668952917895e-05,0.000474966842138498,0.00025717220970682,0,0.000108284431954952,4.31705331755115e-05,0
"Emticicia",0,0,0,0,0.00046000276001656,0.000182911549462027,0,0,0.000201501792862202,0,0,0.00012645939409932,0,0,0,0,0.000463127523321365,0,0.000136583846774777,0.000449469176902079,0,0,0,0.000548960450117723,0,0.000309824270696337,0.000407984338759992,0.000549477234947359,8.87540090925524e-05,0.000224303466192401,2.15852665877557e-05,0
"Runella",0,0,0,0.000121783099428594,0,0.000670675681360764,0.000130497534901566,6.17998272694828e-05,0.000369419953580704,0,0,8.43062627328803e-05,0,0,0.000103070469279847,0.000629166920081121,0.000578909404151707,0.000142517543909655,0,0.00014982305896736,0,0.000175769783768012,0.00011971445707698,0.000309123360260465,0,0.000294710891637979,0.0013152927936143,0.00267149929318396,2.95846696975175e-05,0.000525952955209769,0.000647557997632672,0
"Dyadobacter",0.000618741489329803,0,9.11197431881158e-05,0.00097426479542875,0,0.00207299756056964,0.000260995069803131,0.000185399481808448,0.000604505378586606,0.000646406839846241,0,0.000632296970496602,0,0.000144587232369033,0.00061842281567908,0.00335555690709931,0.00243141949743717,0.000641328947593449,0,0.000599292235869438,0,0.0014061582701441,0.0005985722853849,6.39565572952687e-05,0.00129700003891,0.00126196715137288,0.00219824397451279,0.00234265613978836,1.47923348487587e-05,0.000951356080747082,0.00100011735189935,0
"Tellurirhabdus",0.000285572995075294,0,0,0,0,0.00121941032974684,0,0,6.71672642874007e-05,0.000861875786461655,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0.000419444613387414,0.000578909404151707,7.12587719548276e-05,0,0.000449469176902079,0.000445331148241833,0.000351539567536024,0.00023942891415396,5.86268441873296e-05,0.000471636377785455,0.0001435771010544,0.000949933684276996,0.00104836321552616,2.95846696975175e-05,0.000440872330102306,0.000489266042655797,0
"Aquirufa",0.000142786497537647,0,0,0.000121783099428594,0,0.000243882065949369,0,0,0.000604505378586606,0,0,8.43062627328803e-05,0,0,0.000103070469279847,0.000209722306693707,0.000115781880830341,7.12587719548276e-05,0.000136583846774777,0,0,0.000175769783768012,0.00011971445707698,3.19782786476343e-05,0,0.000634761920451032,0.00057239593796178,0.000591636613587822,0,7.7346022824966e-05,6.47557997632672e-05,0
"Marinilongibacter",0,0,0,0,0,6.09705164873422e-05,0,0,0.000134334528574801,0,0,0,0,0,5.15352346399233e-05,0,0,7.12587719548276e-05,0,0,0,0,0,2.13188524317562e-05,0.000353727283339091,0.000120907032466863,0.00057239593796178,0.000782759130091251,0,0.000116019034237449,7.91459774884377e-05,0
"Larkinella",0.000190381996716862,0,0,0,0,0.00054873464838608,0.000260995069803131,3.08999136347414e-05,6.71672642874007e-05,0.000430937893230828,0,8.43062627328803e-05,0,0,0,0.000838889226774828,0.000926255046642731,7.12587719548276e-05,0,0.000299646117934719,0,0,0.00047885782830792,5.32971310793906e-06,0.000471636377785455,4.53401371750737e-05,0.000511502753072229,0.000195338454367476,0,0.000232038068474898,8.63410663510229e-05,7.74509348327834e-05
"Belliella",4.75954991792156e-05,0,0,0,0,0,0,0,3.35836321437003e-05,0,0,0,0,0,0,0,0,0,0.000136583846774777,0,0,0,0,0.00039439876998749,0.000235818188892727,8.31235848209684e-05,0.000133965006757012,0.000154584388348362,0,0,0,0
"Algoriphagus",4.75954991792156e-05,0,0,0.000608915497142969,0,0.000426793615411396,0,0.000432598790886379,0.000570921746442906,0.000646406839846241,0,0.000210765656832201,0,0,0.00030921140783954,0.000104861153346853,0.000578909404151707,7.12587719548276e-05,0,0.000299646117934719,0.000222665574120916,0.000175769783768012,0.00011971445707698,7.46159835111468e-05,0.000117909094446364,0.000596978472805137,0.00147361507432713,0.00138282761940716,1.47923348487587e-05,0.000185630454779918,0.000187072310427216,0.000154901869665567
"Echinicola",9.51909983584312e-05,0,0,0,0,0.000792616714335449,0.000391492604704697,0.000154499568173707,0.000470170850011805,0.000215468946615414,0,0.000210765656832201,0,0,0.00015460570391977,0.000524305766734267,0.000578909404151707,0.000498811403683793,0.000136583846774777,0.000299646117934719,0,0,0.00023942891415396,2.66485655396953e-05,0.000353727283339091,0.0014735544581899,0.00196076055344354,0.00305655495143352,0,0.000495014546079783,0.000554021842419064,0
"Cyclobacterium",0.000142786497537647,0,0,0,0,6.09705164873422e-05,0.000130497534901566,0,6.71672642874007e-05,0,0,8.43062627328803e-05,0,0,0.000206140938559693,0.000209722306693707,0,0,0,0.000299646117934719,0,0.000175769783768012,0,2.13188524317562e-05,0.000117909094446364,0.000513854887984169,0.000164411599201788,0.000264198772813564,0,7.7346022824966e-05,0.000107926332938779,0
"Mongoliitalea",0,0,0,0,0,0.000121941032974684,0,0,0.000100750896431101,0,0,0,0,0,5.15352346399233e-05,0,0.000115781880830341,0,0,0,0,0.000175769783768012,0.00011971445707698,1.06594262158781e-05,0.000117909094446364,0.00129975059901878,0.000152232962223878,9.69665708730634e-05,1.47923348487587e-05,6.18768182599728e-05,1.43901777251705e-05,0
"Spirosoma",0.00171343797045176,0,9.11197431881158e-05,0.00158318029257172,0.00023000138000828,0.00408502460465193,0.00091348274431096,0.000587098359060086,0.000503754482155505,0.00215468946615414,0,0.000337225050931521,0,0,0.00061842281567908,0.00492847420730211,0.00659956720732946,0.000498811403683793,0.000819503080648664,0.00419504565108607,0.000222665574120916,0.00105461870260807,0.00131685902784678,0.000181210245669928,0.000235818188892727,0.00204786286240749,0.00423816566831275,0.00531067639607691,7.39616742437937e-05,0.00186403915008168,0.00148938339455515,0.000542156543829484
"Rhodocytophaga",0,0,0,0,0,0.000182911549462027,0.000130497534901566,9.26997409042242e-05,0.000436587217868104,0.000215468946615414,0,8.43062627328803e-05,0,0,5.15352346399233e-05,0.000209722306693707,0.000347345642491024,0,0,0,0,0,0,5.32971310793906e-06,0.000117909094446364,0.000105793653408505,0.00028619796898089,0.000233281895143892,0,0.000123753636519946,7.91459774884377e-05,0
"Flammeovirga",0.000285572995075294,0,0,0.000608915497142969,0.00023000138000828,0.00054873464838608,0.000130497534901566,0.000154499568173707,0.000201501792862202,0,0,0.000295071919565081,0,0.000144587232369033,0.000103070469279847,0.00031458346004056,0.000694691284982048,0,0,0,0.000445331148241833,0.000703079135072048,0.00011971445707698,6.39565572952687e-05,0.000117909094446364,0.000801009090092968,0.000730718218674612,0.000576178174752985,4.43770045462762e-05,0.000185630454779918,9.35361552136082e-05,7.74509348327834e-05
"Chondrinema",9.51909983584312e-05,0,0,0.000121783099428594,0,0.000243882065949369,0.000130497534901566,0,0.000134334528574801,0,0,0,0,0,0,0.000209722306693707,0.000115781880830341,0,0.000273167693549555,0,0,0,0,1.59891393238172e-05,0.000353727283339091,9.82369638793263e-05,0.000341001835381486,0.000782759130091251,0,2.32038068474898e-05,5.03656220380967e-05,0
"Imperialibacter",0.000333168494254509,0,0,0,0,0.000792616714335449,0,0,0.000100750896431101,0.000646406839846241,0,0.00012645939409932,0,0,0.000103070469279847,0.00146805614685595,0.000231563761660683,0,0.000409751540324332,0.00014982305896736,0,0,0.00023942891415396,5.32971310793906e-06,0.000471636377785455,0.0002871542021088,0.000511502753072229,0.000455321289316993,7.39616742437937e-05,0.000239772670757395,0.000165487043839461,0
"Fulvivirga",9.51909983584312e-05,0,0.000182239486376232,0.000365349298285781,0,0.000426793615411396,0.000652487674507828,0.000278099222712672,0.00104109259645471,0.000215468946615414,0,0.00012645939409932,0,0,0.00015460570391977,0.00031458346004056,0.000347345642491024,0.000213776315864483,0,0.000599292235869438,0,0.000175769783768012,0.00035914337123094,3.73079917555734e-05,0.00129700003891,0.0004307313031632,0.000846415269964759,0.000692819122324931,4.43770045462762e-05,0.000278445682169878,0.000115121421801364,0
"Chryseolinea",0.000475954991792156,0,0,0.000243566198857187,0,0.000304852582436711,0,0,0,0,0,0.00012645939409932,0,0,0.000103070469279847,0.00104861153346853,0.000926255046642731,0,0,0.00119858447173888,0,0.000175769783768012,0.00023942891415396,3.73079917555734e-05,0.000589545472231819,9.82369638793263e-05,0.000840325951475804,0.000661902244655259,0,0.000131488238802442,7.91459774884377e-05,0
"Catalinimonas",0,0,0,0,0,0.000121941032974684,0.000260995069803131,0,0.000100750896431101,0.000215468946615414,0,0.000168612525465761,0,0,0.000103070469279847,0.000104861153346853,0.000115781880830341,0,0,0,0,0.000175769783768012,0,3.19782786476343e-05,0.000353727283339091,7.55668952917895e-05,0.00032273387991462,0.000186906578639383,0,8.50806251074626e-05,0.000187072310427216,0
"Reichenbachiella",9.51909983584312e-05,0,0,0,0,0,0.000130497534901566,3.08999136347414e-05,0.000167918160718502,0.000215468946615414,0,0,0,0,0,0,0,0,0,0.00014982305896736,0,0,0.00023942891415396,3.19782786476343e-05,0,8.31235848209684e-05,0.000371448427826261,0.000756058190285625,0,6.18768182599728e-05,0.000194267399289802,0
"Candidatus Cardinium",4.75954991792156e-05,0,0,0.000121783099428594,0,0.000121941032974684,0,3.08999136347414e-05,6.71672642874007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000175769783768012,0,1.06594262158781e-05,0,0.000166247169641937,8.52504588453714e-05,0.000259982834949518,0,0.000131488238802442,3.59754443129262e-05,0
"Marivirga",4.75954991792156e-05,0,9.11197431881158e-05,0.000121783099428594,0,0.000182911549462027,0.000521990139606263,0.000123599654538966,0.000201501792862202,0.000215468946615414,0,8.43062627328803e-05,0,0,5.15352346399233e-05,0,0.000231563761660683,0,0,0,0.000222665574120916,0,0.00011971445707698,1.06594262158781e-05,0.000117909094446364,0.000642318609980211,0.000615021167384465,0.00063801193009233,0,0.000100549829672456,0.000115121421801364,0
"Bernardetia",0,0,0,0,0,0,0,3.08999136347414e-05,0.000134334528574801,0,0,0.000168612525465761,0,0,0,0,0.000115781880830341,0,0.000136583846774777,0,0.000222665574120916,0,0,5.32971310793906e-06,0,0.000241814064933726,0.0002983766059588,0.000233281895143892,8.87540090925524e-05,6.18768182599728e-05,2.15852665877557e-05,0.00023235280449835
"Roseivirga",0,0,0,0,0,0,0.000260995069803131,3.08999136347414e-05,0,0,0,0,0,0,0.000103070469279847,0.000104861153346853,0,0,0,0,0,0,0,5.32971310793906e-06,0,7.55668952917895e-06,0.000140054325245967,0.000206580955338266,0,3.09384091299864e-05,1.43901777251705e-05,0
"Mangrovivirga",4.75954991792156e-05,0,0,0,0,6.09705164873422e-05,0.000130497534901566,3.08999136347414e-05,0.000201501792862202,0,0,0,0,0,0,0.000104861153346853,0.000463127523321365,0,0,0.00014982305896736,0,0,0,5.32971310793906e-06,0,9.06802743501474e-05,0.000207036828624473,0.000189717203882081,0,7.7346022824966e-06,4.31705331755115e-05,0
"Arachidicoccus",0.000713932487688234,0,0,0.000365349298285781,0,0.00134135136272153,0,0.000154499568173707,0.000201501792862202,0,0,8.43062627328803e-05,0,0,5.15352346399233e-05,0.00125833384016224,0.00173672821245512,0.000285035087819311,0,0.000299646117934719,0,0,0,0.00039439876998749,0.000707454566678182,0.00108816329220177,0.00137618597850385,0.00203489267571298,2.95846696975175e-05,0.000495014546079783,0.000266218287915654,0.000154901869665567
"Chitinophaga",0.00109469648112196,0,0.000182239486376232,0.00121783099428594,0.00023000138000828,0.00451181822006332,0.000521990139606263,0.000278099222712672,0.00154484707861022,0.00129281367969248,0,0.000505837576397281,0,0.000144587232369033,0.00046381711175931,0.00241180652697763,0.00324189266324956,0.000498811403683793,0.000819503080648664,0.00314628423831455,0.000222665574120916,0.0014061582701441,0.00143657348492376,0.000202529098101684,0.00129700003891,0.00333250008236792,0.00532815367783572,0.00477946822520708,2.95846696975175e-05,0.00184856994551669,0.0014606030391048,0.000154901869665567
"Sediminibacterium",4.75954991792156e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15352346399233e-05,0,0,0,0,0,0,0,0,5.32971310793906e-05,0.000707454566678182,0.000166247169641937,0.000152232962223878,0.000177069390289942,4.43770045462762e-05,7.7346022824966e-05,1.43901777251705e-05,0.000464705608996701
"Ferruginibacter",0,0,0,0.000121783099428594,0,0.000182911549462027,0,0,3.35836321437003e-05,0.000215468946615414,0.000107896397878757,0,0,0,5.15352346399233e-05,0,0.000578909404151707,0,0,0,0.000445331148241833,0.000175769783768012,0,3.73079917555734e-05,0.000235818188892727,1.51133790583579e-05,0.000207036828624473,0.000354138780579884,0,0.000177895852497422,0.000115121421801364,0.000309803739331134
"Niabella",0.000142786497537647,0,0,0.000487132397714375,0,0.000304852582436711,0.000391492604704697,6.17998272694828e-05,0.000436587217868104,0,0,4.21531313664401e-05,0,0,0.000257676173199617,0,0.000463127523321365,7.12587719548276e-05,0.000546335387099109,0,0,0.000175769783768012,0.00011971445707698,2.66485655396953e-05,0.000235818188892727,0.000604535162334316,0.000651557078318196,0.000722330687373255,0.000147923348487587,0.000239772670757395,0.000115121421801364,0
"Filimonas",0,0,0,0,0,0.000121941032974684,0,0.000123599654538966,0,0.000215468946615414,0,8.43062627328803e-05,0,0,0,0,0.000115781880830341,0,0,0,0.000222665574120916,0,0,2.13188524317562e-05,0.000117909094446364,3.77834476458947e-05,0.000237483421069249,0.000206580955338266,1.47923348487587e-05,0.000108284431954952,5.03656220380967e-05,0
"Flavihumibacter",0.000190381996716862,0,0,0.000365349298285781,0,0.000487764131898738,0.000130497534901566,0.000123599654538966,0.000134334528574801,0,0,4.21531313664401e-05,0,0,0,0.000104861153346853,0.000115781880830341,7.12587719548276e-05,0.000136583846774777,0.00014982305896736,0,0.000351539567536024,0.00023942891415396,2.13188524317562e-05,0.000235818188892727,0.000241814064933726,0.000974290958232817,0.00114251916115653,2.95846696975175e-05,0.000123753636519946,0.00015109686611429,0.000154901869665567
"Pseudobacter",4.75954991792156e-05,0,0,0.000243566198857187,0,6.09705164873422e-05,0,0.00021629939544319,0.000134334528574801,0,0,0.000168612525465761,0.000170902192675132,0,0.000360746642479463,0,0.000115781880830341,0.000641328947593449,0,0.00014982305896736,0,0,0,2.13188524317562e-05,0.000117909094446364,0.000196473927758653,0.000334912516892531,0.000271225335920308,1.47923348487587e-05,0.000100549829672456,0.000158291954976875,0
"Flavisolibacter",9.51909983584312e-05,0,0,0,0,0,0,0,0.000201501792862202,0,0,0.000168612525465761,0,0,5.15352346399233e-05,0.000209722306693707,0.000694691284982048,0,0,0.000449469176902079,0,0,0.00011971445707698,1.06594262158781e-05,0.000117909094446364,0.000219143996346189,0.00060893184889551,0.000616932240772099,0,4.64076136949796e-05,7.91459774884377e-05,0.000154901869665567
"Phnomibacter",0.000142786497537647,0,0,0.000243566198857187,0,0.000182911549462027,0,0,6.71672642874007e-05,0,0,4.21531313664401e-05,0,0,0,0.000419444613387414,0.000347345642491024,0,0.000136583846774777,0.000299646117934719,0,0,0,1.06594262158781e-05,0.000471636377785455,7.55668952917895e-06,0.000371448427826261,0.000639417242713679,0,0.000139222841084939,1.43901777251705e-05,0
"Niastella",0,0,0,0,0,0.000243882065949369,0,0,0.000100750896431101,0,0,4.21531313664401e-05,0,0,0.000103070469279847,0.000104861153346853,0.000115781880830341,0,0,0,0,0.000351539567536024,0,5.32971310793906e-06,0,0.000204030617287832,0.000371448427826261,0.000351328155337186,0,5.41422159774762e-05,5.03656220380967e-05,0.000154901869665567
"Longitalea",4.75954991792156e-05,0,0,0,0,0,0,0,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,0,0,0.000115781880830341,7.12587719548276e-05,0,0.00014982305896736,0,0,0,5.32971310793906e-06,0,1.51133790583579e-05,0.000316644561425665,0.000196743766988824,1.47923348487587e-05,3.09384091299864e-05,4.31705331755115e-05,0
"Paraflavitalea",0,0,0.000182239486376232,0,0,0.000426793615411396,0.000260995069803131,9.26997409042242e-05,3.35836321437003e-05,0.000861875786461655,0,4.21531313664401e-05,0,0,0.000103070469279847,0.000209722306693707,0.000347345642491024,0,0.000136583846774777,0.000449469176902079,0.000445331148241833,0.000175769783768012,0.00011971445707698,5.32971310793906e-06,0,0.000695215436684463,0.000791611403564163,0.000663307557276608,0,0.000232038068474898,0.000172682132702046,0
"Panacibacter",0,0,0,0,0,0,0.000521990139606263,0,0.000134334528574801,0,0,4.21531313664401e-05,0,0,0,0.000104861153346853,0.000115781880830341,0,0,0,0,0,0,5.32971310793906e-06,0,8.31235848209684e-05,7.30718218674612e-05,7.1670943688786e-05,0,0.000100549829672456,5.75607109006819e-05,0
"Sphingobacterium",0.00133267397701804,0,0.000364478972752463,0.00267922818742906,0.00046000276001656,0.00219493859354432,0.00156597041881879,0.00148319585446759,0.00268669057149603,0.000646406839846241,0.00032368919363627,0.000927368890061682,0,0.000144587232369033,0.00144298656991785,0.00220208422028392,0.00358923830574058,0.00121139912323207,0.000819503080648664,0.000599292235869438,0.00378531476005558,0.00123038848637608,0.00251400359861658,0.000309123360260465,0.00176863641669546,0.00636273258356868,0.00583965643090794,0.00670053057859081,8.87540090925524e-05,0.00165520488845427,0.0015109686611429,0.000387254674163917
"Mucilaginibacter",0.00114229198030118,0,0.000455598715940579,0.0019485295908575,0,0.00365823098924053,0.000130497534901566,0.000617998272694828,0.00144409618217911,0.00129281367969248,0,0.001053828284161,0,0.000289174464738066,0.000566887581039156,0.00346041806044616,0.00370502018657092,0.000641328947593449,0.000546335387099109,0.00284663812037983,0.00178132459296733,0.00193346762144813,0.00215486022738564,0.000218518237425501,0.00176863641669546,0.00309824270696337,0.0063876950949139,0.00765473784848661,0.000399393040916486,0.00228944227561899,0.0021945021030885,7.74509348327834e-05
"Pedobacter",0.000428359492612941,0,0,0.00158318029257172,0,0.000670675681360764,0.00091348274431096,0.000463498704521121,0.00110825986074211,0.00107734473307707,0,0.000252918788198641,0,0,0.000824563754238773,0.000104861153346853,0.0019682919741158,0.000570070175638621,0.000409751540324332,0.000299646117934719,0.00178132459296733,0.000351539567536024,0.00095771565661584,0.000127913114590537,0.00117909094446364,0.00273552160956278,0.00347700085719336,0.00421453255142489,0.000414185375765245,0.00155465505878182,0.00134548161730344,7.74509348327834e-05
"Pseudopedobacter",0,0,0,0,0,0,0.000130497534901566,0,3.35836321437003e-05,0,0,0,0,0,5.15352346399233e-05,0,0.000578909404151707,0,0,0,0,0,0,2.66485655396953e-05,0,0.000234257375404547,0.000389716383293127,0.000406135347569787,0,4.64076136949796e-05,5.75607109006819e-05,7.74509348327834e-05
"Anseongella",0.000237977495896078,0,0,0,0,0.000609705164873422,0.000260995069803131,3.08999136347414e-05,0,0.000215468946615414,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0.000734028073427974,0.000347345642491024,7.12587719548276e-05,0,0.000299646117934719,0,0,0,5.32971310793906e-06,0,2.26700685875368e-05,0.000353180472359396,0.00029089971261919,0,0.000162426647932429,0.000179877221564631,0
"Haliscomenobacter",4.75954991792156e-05,0,9.11197431881158e-05,0.000121783099428594,0,0.000365823098924053,0,0.00021629939544319,0,0.000215468946615414,0,0,0,0,0.000360746642479463,0.000209722306693707,0,0.000213776315864483,0,0,0,0,0,0.000426377048635124,0,0.000151133790583579,0.000432341612715812,0.000427215036890018,0,7.7346022824966e-05,1.43901777251705e-05,0
"Saprospira",0,0,0,0,0,0.000182911549462027,0.000130497534901566,0,6.71672642874007e-05,0,0,0,0,0,0.000206140938559693,0.000104861153346853,0.000231563761660683,0,0,0.00014982305896736,0,0.000175769783768012,0,5.32971310793906e-06,0.000353727283339091,0.000536524956571705,0.000304465924447755,0.000614121615529402,1.47923348487587e-05,4.64076136949796e-05,0.000100731244076193,0
"Candidatus Sulfidibacterium",0.000237977495896078,0,0,0,0,0.000426793615411396,0.000130497534901566,0,0.000235085425005902,0.000646406839846241,0,0,0,0,5.15352346399233e-05,0.000209722306693707,0.000231563761660683,0,0,0.000599292235869438,0,0.000175769783768012,0.00011971445707698,1.06594262158781e-05,0.000235818188892727,0.000105793653408505,0.000383627064804172,0.000621148178636145,0,0.000255241875322388,0.00013670668838912,0
"Prosthecochloris",0.000142786497537647,0,0,0.00097426479542875,0,0.000853587230822791,0.000391492604704697,0.000185399481808448,0.000403003585724404,0.000430937893230828,0,0.000168612525465761,0,0,0.000206140938559693,0.00146805614685595,0.00104203692747307,0.000213776315864483,0,0.000599292235869438,0.000445331148241833,0.000175769783768012,0.00071828674246188,0.000500993032146271,0.00117909094446364,0.00136776080478139,0.00148579371130505,0.00144606668736786,0.000103546343941311,0.000518218352927272,0.000280608465640824,0
"Chlorobaculum",0.000380763993433725,0,9.11197431881158e-05,0.000243566198857187,0,0.00182911549462027,0.000130497534901566,6.17998272694828e-05,0.000235085425005902,0,0,4.21531313664401e-05,0,0,0.00015460570391977,0.000104861153346853,0.00127360068913375,0.000427552631728966,0.000136583846774777,0.000449469176902079,0.000445331148241833,0.000703079135072048,0.00107743011369282,4.79674179714515e-05,0.000471636377785455,0.000717885505272,0.00205818964926682,0.00168637514561849,0.000310639031823933,0.000541422159774762,0.000345364265404092,0
"Chlorobium",9.51909983584312e-05,0,0,0.00146139719314312,0,0.000426793615411396,0.000521990139606263,0.000123599654538966,0.000940341700023609,0.000215468946615414,0,8.43062627328803e-05,0,0,5.15352346399233e-05,0.000104861153346853,0.000231563761660683,0.000285035087819311,0,0.00014982305896736,0.000667996722362749,0.00105461870260807,0,5.32971310793906e-06,0.000117909094446364,0.000423174613634021,0.000876861862409535,0.000493264730093409,0,0.000262976477604885,0.000194267399289802,0
"Chloroherpeton",0.000142786497537647,0,0,0,0,6.09705164873422e-05,0,0,3.35836321437003e-05,0,0,0,0,0,5.15352346399233e-05,0,0,0.000142517543909655,0,0,0,0,0,5.32971310793906e-06,0,0.000438287992692379,0.000304465924447755,0.000109614384465202,0,9.28152273899592e-05,0.000129511599526534,0
"Ignavibacterium",0,0.000205530412335113,0,0.000121783099428594,0,0.000914557747310133,0,6.17998272694828e-05,0.000201501792862202,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0.000209722306693707,0.000115781880830341,7.12587719548276e-05,0,0,0.000445331148241833,0,0.00011971445707698,4.79674179714515e-05,0,0.0001435771010544,0.000438430931204767,0.000386460970870905,0,0.000116019034237449,8.63410663510229e-05,0
"Melioribacter",9.51909983584312e-05,0,0,0.000243566198857187,0,0,0.000391492604704697,0,0.000302252689293303,0.000215468946615414,0,0,0,0,0,0,0.000347345642491024,7.12587719548276e-05,0.000273167693549555,0.000299646117934719,0,0.000175769783768012,0,1.59891393238172e-05,0.000117909094446364,2.26700685875368e-05,0.000194858191646563,0.000213607518445009,0,5.41422159774762e-05,7.19508886258524e-06,0
"Salinibacter",0,0.000205530412335113,0,0.000121783099428594,0,0.000243882065949369,0,0,0,0.000215468946615414,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0.00031458346004056,0.00115781880830341,0,0,0,0.000222665574120916,0.000351539567536024,0.00023942891415396,5.32971310793906e-06,0.000235818188892727,0.000249370754462905,0.000426252294226857,0.000446889413588901,1.47923348487587e-05,0.000177895852497422,0.00015109686611429,0
"Cyclonatronum",9.51909983584312e-05,0,0,0.000243566198857187,0,0.000243882065949369,0.000260995069803131,0,6.71672642874007e-05,0,0,4.21531313664401e-05,0,0,0.000103070469279847,0.000209722306693707,0.000115781880830341,0,0,0,0,0,0,5.32971310793906e-06,0.000707454566678182,0.000136020411525221,0.000414073657248947,0.000195338454367476,0,6.18768182599728e-05,3.59754443129262e-05,0
"Fibrobacter",0.000237977495896078,0,0,0.000243566198857187,0,0.000243882065949369,0.000652487674507828,6.17998272694828e-05,0.000268669057149603,0,0,4.21531313664401e-05,0,0,0.00030921140783954,0.00031458346004056,0.000694691284982048,0.000142517543909655,0.000136583846774777,0,0,0.000175769783768012,0.00071828674246188,3.73079917555734e-05,0,0.000204030617287832,0.00108389869103401,0.00044829472621025,7.39616742437937e-05,0.000154692045649932,0.000187072310427216,0
