"","garrett_67","garrett_53","garrett_47","garrett_50","garrett_60","garrett_76","garrett_35","garrett_34","garrett_95","garrett_49","garrett_39","garrett_85","25617X30","25617X31","25617X32","25617X37","25617X38","25617X39","25617X40","25617X41","25617X42"
"Emergencia",0.00939698222627933,0,0.00341892030496769,0,0,0,0.00182613380082359,0,0,0,0,0,0,0.00448866611805192,0.00394360642807848,0.00148972421342562,0.000360561321865881,0.000178394785877198,0,0.000568462819689278,0
"Mogibacterium",0.0483273371637223,0.00966214692904763,0.239324421347738,0,0.0058503480957117,0.0143513203214696,0.323225682745775,0,0.158015498506429,0,0.114700038916085,0,0.0164473684210526,0.00299244407870128,0.00788721285615696,0.506340707652106,0.471974770322438,0.0997226853053539,0.0087908180399439,0.0553303811164231,0.00412585021984888
"Alkaliphilus",0,0,0,0,0,0,0.000913066900411793,0,0,0,0,0.0226449275362319,0,0,0,0.000662099650411385,0,8.91973929385992e-05,4.9386618201932e-05,0,0.00176822152279238
"Filifactor",0.00268485206465124,0.00322071564301588,0.00341892030496769,0,0,0,0.000456533450205897,0,0.0887484306679943,0,0.00204821498064437,0,0,0.0134659983541558,0.00788721285615696,0.0169938910272255,0.00420654875510194,0.000981171322324591,0.000543252800221252,0.000568462819689278,0
"Geosporobacter",0,0,0,0,0,0,0,0,0,0,0.000682738326881456,0.0113224637681159,0,0,0,0.000165524912602846,0.000360561321865881,0,0,0,0
"Christensenella",0.010739408258605,0,0,0.00847026935456547,0,0,0.000456533450205897,0,0,0,0,0.0113224637681159,0.00747607655502392,0.00299244407870128,0.0138026224982747,0.000165524912602846,0,0.00231913221640358,0.00024693309100966,0.000189487606563093,0.00530466456837713
"Aceticella",0,0,0,0,0,0,0,0,0,0,0.00136547665376291,0,0,0,0,5.51749708676154e-05,0,0,0,0,0
"Thermacetogenium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197180321403924,0.000110349941735231,0,0,0,0,0
"Ammonifex",0.00268485206465124,0,0.00683784060993538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gelria",0.00134242603232562,0,0,0,0,0,0,0,0,0,0.00136547665376291,0.0113224637681159,0,0,0.00197180321403924,5.51749708676154e-05,0,0,0,0,0
"Thermoanaerobacterium",0.00134242603232562,0,0.00683784060993538,0,0,0.0143513203214696,0.000913066900411793,0,0,0,0.00136547665376291,0,0,0,0,0.000827624563014231,0.000240374214577254,0.000178394785877198,4.9386618201932e-05,0,0.000589407174264125
"Thermoanaerobacter",0,0,0,0,0,0,0.000913066900411793,0,0,0,0.00136547665376291,0,0,0,0,0.000386224796073308,0,0,0,0.000189487606563093,0
"Mahella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220699883470462,0,0,0,0,0
"Monoglobus",0.320839821725823,0,0.00683784060993538,0.0169405387091309,0,0,0.00136960035061769,0,0,0,0,0.0339673913043478,0.116626794258373,0.121193985187402,0.242531795326826,0.000386224796073308,0.0013220581801749,0.00463826443280716,0.0013828253096541,0.00132641324594165,0.0371326519786399
"Tepidanaerobacter",0,0,0,0,0,0,0,0,0,0,0,0,0.00149521531100478,0,0,0,0,0,0,0,0
"Moorella",0.00134242603232562,0,0,0,0,0,0,0,0.00432919173990216,0,0,0,0,0,0,0.000220699883470462,0,0,4.9386618201932e-05,0,0
"Zhaonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51749708676154e-05,0.000120187107288627,0,4.9386618201932e-05,0,0
"Acetohalobium",0,0,0,0,0,0,0.000456533450205897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halobacteroides",0,0,0,0,0,0,0.000913066900411793,0,0,0,0,0,0,0,0,0,0.000120187107288627,0,0,0,0
"Halanaerobium",0,0,0,0,0,0,0,0,0,0.0589970501474926,0.000682738326881456,0,0,0,0,0.000386224796073308,0,0.000178394785877198,9.8773236403864e-05,0,0
"Natranaerofaba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51749708676154e-05,0,0,4.9386618201932e-05,0,0
"Koleobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51749708676154e-05,0.000120187107288627,0,0,0,0
"Turicibacter",0.0201363904848843,0,0,0,0,0,0.00136960035061769,0,0,0,0.000682738326881456,0.0113224637681159,0.0284090909090909,0.00598488815740256,0.00394360642807848,0.000331049825205692,0.000600935536443135,0.000891973929385992,4.9386618201932e-05,0,0.00412585021984888
"Faecalibacillus",0.0765182838425603,0,0,0.00423513467728274,0,0,0.00365226760164717,0,0,0,0,0.0113224637681159,0.0956937799043062,0.160095758210518,0.10253376713004,0.000275874854338077,0.0031248647895043,0.00588702793394755,0.000642026036625116,0.000189487606563093,0.0406690950242246
"Thomasclavelia",0.0711485797132578,0,0.00683784060993538,0,0.0117006961914234,0,0.00502186795226486,0.0343288705801579,0,0.23598820058997,0.00341369163440728,0.0566123188405797,0.0194377990430622,0.18702775491883,0.0473232771369417,0.00176559906776369,0.00168261950204078,0.00205154003758778,0.000345706327413524,0.000757950426252371,0.0318279874102628
"Catenibacterium",0.0268485206465124,0,0.00341892030496769,0.00423513467728274,0,0,0.000913066900411793,0,0,0,0,0,0.0179425837320574,0.00598488815740256,0.00197180321403924,0.000220699883470462,0.000600935536443135,0.000713579143508793,0.00049386618201932,0.000189487606563093,0.000589407174264125
"Longicatena",0.00939698222627933,0,0,0,0,0,0.00456533450205897,0,0,0,0.000682738326881456,0,0.0179425837320574,0.00448866611805192,0.00394360642807848,0.000220699883470462,0.00156243239475215,8.91973929385992e-05,0.00024693309100966,0,0
"Solobacterium",0.0536970412930248,0.0161035782150794,0.08889192792916,0,0.0234013923828468,0.0287026406429392,0.306790478538362,0,0.0930776224078964,0,0.0218476264602066,0,0,0.058352659534675,0.0098590160701962,2.01167943783326,0.464883730992409,0.0315758771002641,0.0370893502696509,0.0594991084608111,0.023576286970565
"Amedibacterium",0.00402727809697686,0,0,0,0,0,0,0,0,0,0.000682738326881456,0,0.00897129186602871,0.020947108550909,0.0216898353544316,0.000441399766940923,0.000600935536443135,0.000356789571754397,9.8773236403864e-05,0.00170538845906783,0.00353644304558475
"Allobaculum",0.00134242603232562,0.00322071564301588,0,0,0,0,0,0,0,0,0.00136547665376291,0,0,0.00149622203935064,0,0.000496574737808538,0.000240374214577254,0.000267592178815798,0,0,0
"Bulleidia",0,0.00644143128603176,0.00341892030496769,0,0,0,0.00319573415144128,0,0.00216459586995108,0,0.00136547665376291,0,0.00299043062200957,0,0,0.00320014831032169,0.00204318082390666,0.00124876350114039,0.000345706327413524,0.000568462819689278,0
"Erysipelothrix",0.00268485206465124,0.0193242938580953,0,0,0,0,0.000456533450205897,0,0,0,0.00136547665376291,0,0.00149521531100478,0,0,0.00132419930082277,0.000841309751020389,0.000624381750570194,0.000395092945615456,0.000757950426252371,0.000589407174264125
"Faecalibaculum",0,0,0,0,0,0,0.000913066900411793,0,0,0,0,0,0,0.00299244407870128,0,0,0,0,0,0,0.000589407174264125
"Lacticaseibacillus",0.00402727809697686,0,0.0102567609149031,0.0211756733864137,0.0117006961914234,0.0430539609644087,0.00136960035061769,0,0,0,0.00204821498064437,1.24547101449275,1.14234449760766,0.037405550983766,0.228729172828552,0.000993149475617077,0.000480748429154508,0.000624381750570194,0.000839572509432844,0.000189487606563093,0.00589407174264125
"Pediococcus",0,0.00322071564301588,0,0,0.0058503480957117,0.0143513203214696,0.000913066900411793,0,0,0,0,0.0679347826086956,0.00149521531100478,0.00149622203935064,0,0.000110349941735231,0.000360561321865881,0,0.00656842022085696,0.000757950426252371,0
"Lactobacillus",0.0120818342909306,0.00322071564301588,0.0136756812198708,0.0508216161273928,0.0175510442871351,0,0.0255658732115302,0.0343288705801579,0.00649378760985324,0,0.00955833657634039,0.0113224637681159,0.672846889952153,0.0254357746689609,0.339150152814749,0.00308979836858646,0.238691595075213,0.194985500963778,0.00642026036625116,0.00492667777064041,0.0259339156676215
"Ligilactobacillus",0.00134242603232562,0,0.0205135218298061,0.00423513467728274,0,1.4638346727899,0.000913066900411793,0.137315482320632,0.00216459586995108,0.176991150442478,0.00409642996128874,0.226449275362319,0.00149521531100478,0,0.0138026224982747,0.000993149475617077,0.0013220581801749,0.00124876350114039,0.0013828253096541,0.00246333888532021,0.0100199219624901
"Limosilactobacillus",0,0,0,0.0169405387091309,0.0409524366699819,0.129161882893226,0.0155221373070005,0,0.00216459586995108,0,0.00136547665376291,0.0339673913043478,0.0104665071770335,0.0119697763148051,0.00394360642807848,0.00104832444648469,0.000360561321865881,0.000624381750570194,0.00622271389344343,0.00113692563937856,0.004715257394113
"Lactiplantibacillus",0,0,0,0,0,0,0.00319573415144128,0,0,0.117994100294985,0,1.14356884057971,0,0.00299244407870128,0,0.000717274621279,0.000600935536443135,0.000535184357631595,0.000839572509432844,0.00132641324594165,0.000589407174264125
"Weissella",0.00268485206465124,0.00322071564301588,0,0.00423513467728274,0,0,0.000913066900411793,0,0,0,0.00136547665376291,0,0.0104665071770335,0.0119697763148051,0.0236616385684709,0.00137937427169038,0.00108168396559764,0.000267592178815798,0.000444479563817388,0.000378975213126186,0.000589407174264125
"Schleiferilactobacillus",0,0,0,0.00423513467728274,0.0058503480957117,0.0574052812858783,0,0,0,0,0,0,0,0,0,0,0.000120187107288627,0,4.9386618201932e-05,0,0
"Leuconostoc",0,0.00322071564301588,0,0,0,0,0.000456533450205897,0,0,0,0.00204821498064437,0,0,0,0.0236616385684709,0.000662099650411385,0.000240374214577254,0.000267592178815798,0.000691412654827048,0.000189487606563093,0.0023576286970565
"Apilactobacillus",0,0,0.00683784060993538,0,0,0,0,0,0.00216459586995108,0,0,0.0113224637681159,0,0,0,0.000110349941735231,0.000360561321865881,0,4.9386618201932e-05,0.000757950426252371,0
"Bombilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120187107288627,0.000267592178815798,4.9386618201932e-05,0,0
"Fructilactobacillus",0.00134242603232562,0,0,0,0,0,0.000913066900411793,0,0,0,0.000682738326881456,0,0,0,0,5.51749708676154e-05,0.000120187107288627,8.91973929385992e-05,9.8773236403864e-05,0,0
"Lentilactobacillus",0.00134242603232562,0.00322071564301588,0,0,0,0,0,0,0,0,0.00136547665376291,0,0.00149521531100478,0,0,0.000331049825205692,0.000360561321865881,0.000356789571754397,0.000395092945615456,0.000757950426252371,0.000589407174264125
"Levilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448866611805192,0.00394360642807848,0,0.000240374214577254,8.91973929385992e-05,9.8773236403864e-05,0,0
"Companilactobacillus",0.00134242603232562,0,0,0,0,0,0.000456533450205897,0,0,0,0,0,0,0,0,0.000937974504749461,0.000480748429154508,8.91973929385992e-05,0.000395092945615456,0.000378975213126186,0
"Amylolactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148159854605796,0,0
"Streptococcus",18.9926435053429,74.3115720313054,40.1278676194058,14.6747416567847,36.5705259462938,9.41446613088404,11.9611763953945,27.8750429110882,20.9035023161176,0.707964601769911,27.7348790529054,0.0679347826086956,7.38337320574163,27.5559212987207,10.2376022872917,9.87477488611886,30.177660581994,47.6312294344261,66.748187511112,48.7225693003549,52.7478162464194
"Lactococcus",0,0,0.00341892030496769,0,0.0058503480957117,0.0574052812858783,0.00182613380082359,0.0343288705801579,0.00216459586995108,0.176991150442478,0.00614464494193311,0.0226449275362319,0.0119617224880383,0.0254357746689609,0.0118308192842354,0.00132419930082277,0.165738020951017,0.390416988892249,0.00291381047391399,0.00644257862314515,0.009430514788226
"Floricoccus",0,0,0.00683784060993538,0,0,0,0.000913066900411793,0,0,0,0,0,0,0,0,0,0.000240374214577254,0,0.000148159854605796,0,0
"Enterococcus",0.0134242603232562,0.00322071564301588,0.0205135218298061,0.00847026935456547,0.0117006961914234,0.0143513203214696,0.0114133362551474,0.137315482320632,0.0108229793497554,0.117994100294985,0.00887559824945893,0.0226449275362319,0.0313995215311005,0.0134659983541558,0.0335206546386671,0.00375189801899785,0.00600935536443135,0.00999010800912311,0.0229153908456965,0.028612628591027,0.0300597658874704
"Vagococcus",0.00134242603232562,0,0,0.00423513467728274,0,0,0.00273920070123538,0,0.00432919173990216,0.0589970501474926,0.00136547665376291,0.0113224637681159,0.00149521531100478,0,0.0138026224982747,0.00148972421342562,0.0031248647895043,0.00258672439521938,0.00212362458268308,0.00416872734438804,0
"Tetragenococcus",0,0,0,0,0,0,0.000913066900411793,0,0.00216459586995108,0,0.000682738326881456,0,0,0.00598488815740256,0,0.000275874854338077,0.000480748429154508,0.000713579143508793,0.000444479563817388,0.000757950426252371,0.00117881434852825
"Facklamia",0,0,0,0,0,0,0.00136960035061769,0,0,0,0.000682738326881456,0,0.0179425837320574,0.016458442432857,0,0.000386224796073308,0.000120187107288627,0.000445986964692996,4.9386618201932e-05,0.000189487606563093,0
"Aerococcus",0.00268485206465124,0,0,0.00423513467728274,0,0,0,0,0,0,0,0,0.00149521531100478,0,0,0.00121384935908754,0.000721122643731762,0.000891973929385992,0.000444479563817388,0.00132641324594165,0.000589407174264125
"Abiotrophia",0.0268485206465124,0.132049341363651,0.164108174638449,0.554802642724039,0.304218100977008,0.172215843857635,0.0136960035061769,0,0.0497857050088748,0,0.00955833657634039,0,0.0149521531100478,0.0329168848657141,0,0.000937974504749461,0.000600935536443135,0.000267592178815798,0.0154086248790028,0.0270967277385223,0.070728860911695
"Globicatella",0.00134242603232562,0,0,0,0,0,0.000456533450205897,0,0,0,0.000682738326881456,0,0,0,0,0.000110349941735231,0.000600935536443135,0.000445986964692996,9.8773236403864e-05,0.000189487606563093,0
"Ignavigranum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165524912602846,0,0,4.9386618201932e-05,0,0
"Granulicatella",0.26043065027117,0.309188701729524,0.796608431057472,0.300694562087074,0.824899081495349,0.3300803673938,0.86558742159038,0.411946446961895,0.744620979263172,0,0.682738326881456,0,0.0373803827751196,0.0703224358494801,0.0098590160701962,0.250108142942901,0.594205058434972,0.819991633284542,1.05479939155686,1.43101040476448,0.390776956537115
"Jeotgalibaca",0.00134242603232562,0,0,0,0,0,0.00182613380082359,0,0,0,0.00136547665376291,0,0,0,0,0.000386224796073308,0.0013220581801749,0.00107036871526319,0.0012346654550483,0.00284231409844639,0.00294703587132063
"Carnobacterium",0.00134242603232562,0,0.00341892030496769,0,0,0,0.00228266725102948,0,0,0,0.00136547665376291,0,0,0,0,0.000772449592146615,0.000961496858309015,0.000535184357631595,0.00118527883684637,0.000947438032815464,0
"Desemzia",0,0,0,0,0,0,0,0,0,0,0.000682738326881456,0,0,0,0,0,0,8.91973929385992e-05,0.00024693309100966,0.000378975213126186,0
"Trichococcus",0.00134242603232562,0,0.00341892030496769,0,0,0,0.000913066900411793,0,0,0,0.000682738326881456,0,0,0.00299244407870128,0.00394360642807848,0.000551749708676154,0.000240374214577254,0.000267592178815798,0.00074079927302898,0.000947438032815464,0
"Paenibacillus",0.0443000590667454,0.00322071564301588,0,0.00423513467728274,0.0117006961914234,0,0.0164352042074123,0,0.00649378760985324,0.0589970501474926,0.0266267947483768,0.0113224637681159,0.0328947368421053,0.0418942171018179,0.0276052449965493,0.00971079487270031,0.00600935536443135,0.00321110614578957,0.00256810414650046,0.00360026452469876,0.0106093291367543
"Brevibacillus",0.00268485206465124,0,0,0,0.0058503480957117,0.0143513203214696,0.00273920070123538,0.0686577411603158,0.00216459586995108,0,0.00682738326881456,0.0226449275362319,0.00149521531100478,0.00299244407870128,0,0.00121384935908754,0.000240374214577254,0.000356789571754397,0,0.000568462819689278,0.000589407174264125
"Cohnella",0,0,0,0,0,0,0,0,0,0.0589970501474926,0,0,0,0.00149622203935064,0,0.000882799533881846,0.000360561321865881,8.91973929385992e-05,0.000197546472807728,0,0
"Thermobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165524912602846,0.000120187107288627,0,0,0,0.00117881434852825
"Aneurinibacillus",0,0,0,0,0,0,0.000913066900411793,0,0,0,0,0,0,0.00149622203935064,0,0.000275874854338077,0.000120187107288627,8.91973929385992e-05,0.000197546472807728,0,0
"Saccharibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110349941735231,0.000120187107288627,0,0,0,0
"Pseudalkalibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51749708676154e-05,0,0,0,0.000189487606563093,0
"Bacillus",0.0147666863555818,0.00966214692904763,0.0239324421347738,0.00423513467728274,0,0.0143513203214696,0.0100437359045297,0.0343288705801579,0.00649378760985324,0,0.0116065515569848,0.0452898550724638,0.0149521531100478,0.0239395526296102,0.0315488514246278,0.00755897100886331,0.00661029090087448,0.00490585661162295,0.00607455403883764,0.00966386793471773,0.00884110761396188
"Peribacillus",0,0.00644143128603176,0.00683784060993538,0,0,0,0.000456533450205897,0,0,0,0,0,0,0,0,0.000662099650411385,0.000360561321865881,0.000178394785877198,0.000197546472807728,0.000568462819689278,0.000589407174264125
