"","25617X10","25617X11","25617X12","25617X13","25617X14","25617X15","25617X16","25617X17","25617X19","25617X1","25617X20","25617X21","25617X22","25617X23","25617X24","25617X25","25617X26","25617X27","25617X28","25617X29","25617X2","25617X30","25617X31","25617X32","25617X33","25617X34","25617X35","25617X36","25617X37","25617X38","25617X39","25617X3","25617X40","25617X41","25617X42","25617X43","25617X44","25617X45","25617X46","25617X47","25617X48","25617X49","25617X4","25617X50","25617X51","25617X52","25617X53","25617X54","25617X55","25617X56","25617X57","25617X58","25617X59","25617X5","25617X60","25617X61","25617X62","25617X63","25617X6","25617X7","25617X8","25617X9","garrett_1","garrett_10","garrett_11","garrett_12","garrett_13","garrett_14","garrett_15","garrett_16","garrett_17","garrett_18","garrett_19","garrett_2","garrett_20","garrett_21","garrett_22","garrett_23","garrett_24","garrett_25","garrett_26","garrett_27","garrett_28","garrett_29","garrett_3","garrett_30","garrett_31","garrett_32","garrett_33","garrett_34","garrett_35","garrett_36","garrett_37","garrett_38","garrett_39","garrett_4","garrett_40","garrett_41","garrett_42","garrett_43","garrett_44","garrett_45","garrett_46","garrett_47","garrett_48","garrett_49","garrett_5","garrett_50","garrett_51","garrett_52","garrett_53","garrett_54","garrett_55","garrett_56","garrett_57","garrett_58","garrett_59","garrett_6","garrett_60","garrett_61","garrett_62","garrett_63","garrett_64","garrett_65","garrett_66","garrett_67","garrett_68","garrett_69","garrett_7","garrett_70","garrett_71","garrett_72","garrett_73","garrett_74","garrett_75","garrett_76","garrett_77","garrett_78","garrett_79","garrett_8","garrett_80","garrett_81","garrett_83","garrett_84","garrett_85","garrett_86","garrett_87","garrett_88","garrett_89","garrett_9","garrett_90","garrett_91","garrett_92","garrett_93","garrett_94","garrett_95","garrett_96"
"aminoglycoside",0.845098040014257,1.25527250510331,2.77378644498119,2.78746047451842,4.33449396174139,2.80821097292422,3.90934203836131,3.85539799665407,4.30371430865371,3.06333335895175,1.96378782734556,2.14921911265538,1.56820172406699,1.67209785793572,2.51719589794997,1.73239375982297,0,1.25527250510331,3.13830269816628,2.43775056282039,3.17405980772503,1.11394335230684,0,1.17609125905568,1,1.41497334797082,0.698970004336019,0,1.17609125905568,1.07918124604762,1.34242268082221,2.71516735784846,1,0,1.39794000867204,0,0,0.698970004336019,0,0,0.477121254719662,1.23044892137827,2.11394335230684,1.55630250076729,1.53147891704226,1.67209785793572,1.54406804435028,0.845098040014257,0.845098040014257,1.83884909073726,1.07918124604762,0.301029995663981,0,2.2718416065365,0,1,0.602059991327962,0.477121254719662,2.35218251811136,2.83884909073726,2.70070371714502,2.86569605991607,1.75587485567249,1.44715803134222,2.40312052117582,2.44404479591808,1.41497334797082,3.20924684875337,3.50555693866382,1.17609125905568,2.7664128471124,2.77959649125782,2.28555730900777,1.73239375982297,2.12710479836481,2.32014628611105,1.63346845557959,2.01703333929878,1.84509804001426,1.85733249643127,1.66275783168157,1.69019608002851,1.64345267648619,2.10720996964787,2.80955971463527,2.20411998265593,2.33041377334919,1.07918124604762,0,0,0.698970004336019,1.81291335664286,0,0,0.477121254719662,2.79726754083072,0.698970004336019,0,0,2.39967372148104,0,0,2.12385164096709,0,2.07918124604762,0.698970004336019,2.06445798922692,0,0,0.301029995663981,0,0,0,0,0.301029995663981,0,0.477121254719662,1.30102999566398,0,0.477121254719662,0.778151250383644,0,0,0,1.11394335230684,0.477121254719662,0,0,2.22271647114758,0.477121254719662,0.477121254719662,0.477121254719662,0,0.477121254719662,0,0.477121254719662,0.954242509439325,0.845098040014257,0.301029995663981,3.60455003257126,0,0,0,0,0.698970004336019,0,0,0.477121254719662,0,1.80617997398389,0,0,0,0,0,0,1
"phenicol",1.04139268515822,0.301029995663981,1.38021124171161,1.67209785793572,4.361690069638,2.47712125471966,3.8819549713396,3.80726435527611,4.31211385845269,2.36921585741014,2.06445798922692,1.81291335664286,1.57978359661681,1.23044892137827,1.41497334797082,1.38021124171161,0.778151250383644,1.07918124604762,1.64345267648619,1.39794000867204,2.39445168082622,1.51851393987789,1.23044892137827,1.60205999132796,0.903089986991944,0.903089986991944,0.903089986991944,0,1.23044892137827,1.14612803567824,1.14612803567824,2.76789761601809,1.57978359661681,0.954242509439325,1.32221929473392,0,0,0.301029995663981,0,0,0.301029995663981,0.845098040014257,2.13033376849501,1.14612803567824,1.04139268515822,1,1,0.477121254719662,0.845098040014257,0.954242509439325,0,0,0,1.99563519459755,0,0.698970004336019,0.301029995663981,0.301029995663981,2.17318626841227,1.63346845557959,1.79934054945358,2.8488047010518,0.778151250383644,0.845098040014257,1.5910646070265,1.98677173426624,1.85733249643127,3.17811325231463,3.58069693971244,1.27875360095283,2.99607365448528,2.79518458968242,1.14612803567824,0,2.19033169817029,2.20411998265593,0.698970004336019,0.778151250383644,1.39794000867204,0.602059991327962,1.07918124604762,0.698970004336019,1.39794000867204,1.6232492903979,2.76042248342321,1.27875360095283,1.17609125905568,0.301029995663981,0,0,0.477121254719662,1.7160033436348,0,0,0.698970004336019,2.83632411570675,0.477121254719662,0,0,1.41497334797082,0,0,1.85733249643127,0,2.07188200730613,0,1.76342799356294,0.301029995663981,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0.845098040014257,0,0,0,0.778151250383644,0,0,0,1.36172783601759,0,0,0,0,0,0,0.698970004336019,0.778151250383644,0.301029995663981,0.778151250383644,3.69090455405497,0,0,0,0,1.14612803567824,0,0,0.477121254719662,0,2.02118929906994,0,0,0,0,0,0.301029995663981,0.301029995663981
"disinfecting agents and antiseptics",1.11394335230684,0.903089986991944,1.04139268515822,0,4.41033850091073,1.98677173426624,4.09527398809818,3.99029444612844,4.51672042191718,1.95904139232109,0.903089986991944,0,1.17609125905568,1.68124123737559,2.47712125471966,1.49136169383427,1.07918124604762,1.95904139232109,2.01283722470517,1.99563519459755,2.55388302664387,0.698970004336019,0.845098040014257,1.04139268515822,1.51851393987789,0.602059991327962,1,0.698970004336019,0.477121254719662,1.14612803567824,0.903089986991944,1.11394335230684,0.477121254719662,0.477121254719662,0,0,0,0.845098040014257,0,0,0,0.477121254719662,0.845098040014257,0.602059991327962,1.38021124171161,1.38021124171161,1.55630250076729,0.477121254719662,1,0.698970004336019,0,0,0,1.41497334797082,0,1.34242268082221,0,0,1.66275783168157,1.63346845557959,0.778151250383644,3.08600370561838,1,0,0.845098040014257,1.98227123303957,1.41497334797082,3.37639444203727,3.66903780088516,1.04139268515822,3.06295783408451,2.81491318127507,0.301029995663981,0.698970004336019,2.40654018043396,2.40312052117582,0.602059991327962,0.301029995663981,1.46239799789896,0.301029995663981,0.954242509439325,0.301029995663981,0,1.30102999566398,2.96567197122011,0.698970004336019,0,0.301029995663981,0,0,0.477121254719662,1.61278385671974,0,0.477121254719662,0,2.87909587950007,0.698970004336019,0,0,1.38021124171161,0,0,1.93951925261862,0,1.89762709129044,0,2.04139268515822,0,0.845098040014257,0,0,0,0,0.477121254719662,0.778151250383644,0,0.301029995663981,0,0,0,0.845098040014257,0,0,0,0.778151250383644,0.301029995663981,0,0,0.477121254719662,0.698970004336019,0.477121254719662,0.477121254719662,0,0.477121254719662,0,0,0.698970004336019,0.602059991327962,0.778151250383644,3.89153745767256,0,0,0,0,1.23044892137827,0,0,0.477121254719662,0,1.47712125471966,0,0,0.477121254719662,0,0,0,0.778151250383644
"carbapenem",1.07918124604762,0.602059991327962,2.04139268515822,1.92941892571429,4.49884791913344,2.38560627359831,3.45742769294648,3.28239550474253,3.98231646969207,2.18184358794477,2.01283722470517,1.75587485567249,1.32221929473392,1.23044892137827,1.32221929473392,0.698970004336019,1.04139268515822,1.34242268082221,1.63346845557959,0.903089986991944,2.24797326636181,0,1.04139268515822,0.698970004336019,0.845098040014257,0.301029995663981,0,0.477121254719662,1.64345267648619,1.17609125905568,0.698970004336019,2.08635983067475,0.778151250383644,0,0,0,0.477121254719662,0.698970004336019,0,0,0,0.602059991327962,1.92941892571429,0.698970004336019,0.477121254719662,0.698970004336019,0.602059991327962,0.602059991327962,0.778151250383644,0.845098040014257,0,0.301029995663981,0,1.78532983501077,0.301029995663981,0,0,0.301029995663981,1.88649072517248,2.25527250510331,2.11058971029925,2.54032947479087,1.14612803567824,1.7160033436348,1.39794000867204,1.41497334797082,1.38021124171161,2.80345711564841,3.53807078704317,0,2.84198480459011,2.78318869107526,0.602059991327962,0.301029995663981,1.7481880270062,1.5910646070265,0.477121254719662,0.778151250383644,1.57978359661681,0.477121254719662,1.73239375982297,0.477121254719662,0.954242509439325,1.23044892137827,2.28103336724773,0.954242509439325,0.602059991327962,0.602059991327962,0,0,0.778151250383644,0.301029995663981,0,0,0.845098040014257,2.92839585225671,0.477121254719662,0,0,1.77815125038364,0,0,1.36172783601759,0.301029995663981,1.91907809237607,0.477121254719662,1.20411998265592,0,0.477121254719662,0.301029995663981,0,0,0,0,0,0,0,0.778151250383644,0.477121254719662,0,0.477121254719662,0,0.477121254719662,0,1.23044892137827,0,0,0,0.954242509439325,0.477121254719662,0,0.477121254719662,0,0,0,0,1.20411998265592,0.477121254719662,0.954242509439325,3.31785448933147,0,0,0,0,0,0,0,0.477121254719662,0.477121254719662,1.34242268082221,0,0,0.477121254719662,0,0.301029995663981,0,0
"glycylcycline",0,0.301029995663981,2.77158748088126,2.68214507637383,4.52176552587708,1.80617997398389,3.75823040845775,3.70001106232211,4.22732098254884,1.89209460269048,0.301029995663981,1.53147891704226,1,0.845098040014257,0.477121254719662,0,0,0,1.07918124604762,0.477121254719662,2.23299611039215,0,0.845098040014257,0,0,0.698970004336019,0.845098040014257,0,1.36172783601759,0.477121254719662,0.477121254719662,0.477121254719662,0.477121254719662,0.301029995663981,0,0,0,0,0,0,0,0,0,0.301029995663981,0.477121254719662,0,0,0,0,0,0,0,0,1.36172783601759,0,1.27875360095283,0,0.477121254719662,1.54406804435028,1.50514997831991,0.602059991327962,2.72015930340596,0.477121254719662,0,2.53402610605613,2.46982201597816,1.34242268082221,3.23044892137827,3.68601029131529,0.954242509439325,3.10209052551184,2.85003325768977,2.46239799789896,2.08278537031645,2.11058971029925,2.04139268515822,1.56820172406699,2.08278537031645,1.64345267648619,2.01283722470517,1.51851393987789,1.60205999132796,1.77085201164214,0.778151250383644,2.73319726510657,2.45178643552429,2.44247976906445,0.301029995663981,0,0,1.04139268515822,1.11394335230684,0,0,0.477121254719662,2.9903388547876,0,0,0.477121254719662,2.30102999566398,0,0,2.03742649794062,0,2.13672056715641,0,2.09342168516224,0,0,0,0,0,0,0.477121254719662,0,0,0.477121254719662,0.903089986991944,0,0,0.698970004336019,0,0,0,0.778151250383644,0.602059991327962,0,0,2.27646180417324,0,0,0,0,0,0,0,0,0.602059991327962,0.778151250383644,3.6063813651106,0,0,0,0,1.04139268515822,0.477121254719662,0,0,0,1.43136376415899,0,0,0.477121254719662,0,0,0,0.602059991327962
"pleuromutilin",0,0,1.51851393987789,1.41497334797082,1.17609125905568,2.09342168516224,2.04532297878666,2.02118929906994,1.49136169383427,1.81954393554187,1.32221929473392,1.38021124171161,1.64345267648619,2.8842287696326,2.25767857486918,2.27415784926368,1.77085201164214,2.04532297878666,3.76185269446638,2.88874096068289,1.67209785793572,0.698970004336019,0,0.602059991327962,1.75587485567249,1.11394335230684,2.57978359661681,1.50514997831991,2.17026171539496,1.6232492903979,1.76342799356294,1.38021124171161,2.98272338766855,2.20682587603185,1.85125834871908,0,0,0,0,0,0,0.698970004336019,1.53147891704226,0,1.69019608002851,1.89762709129044,1.11394335230684,0,0.477121254719662,0,0,0,0,2.09342168516224,0,0.301029995663981,0,0,1.66275783168157,2.01703333929878,2.07188200730613,0,0.954242509439325,1.27875360095283,1,1.55630250076729,0.477121254719662,0.954242509439325,1.39794000867204,0,1,1.55630250076729,0.845098040014257,0,0.845098040014257,1.36172783601759,0,0,1.5910646070265,0.477121254719662,0.477121254719662,0,0,1.25527250510331,0.903089986991944,0,1,1.32221929473392,0,0,1.50514997831991,0,0,0.845098040014257,1.79239168949825,0,0.698970004336019,0,0,0,0,0,0,1.63346845557959,0.845098040014257,0,0.698970004336019,0,0.477121254719662,0,0.845098040014257,0,0,0,0,0.301029995663981,0,1.27875360095283,0,0,1.53147891704226,0,0,0,1.47712125471966,0.778151250383644,1.04139268515822,0.301029995663981,0,1.04139268515822,0.477121254719662,1.30102999566398,0,0,0,0,2.43616264704076,0.954242509439325,0,0.477121254719662,0.301029995663981,0,0.477121254719662,0,0,0,0.301029995663981,0,0,1,0,0,0,0.602059991327962,0,0.477121254719662,0.477121254719662
"peptide",0.301029995663981,0.778151250383644,0.602059991327962,0,4.68014507116175,1.56820172406699,3.84806589540399,3.74130920889957,4.34232396631288,1.82607480270083,1.11394335230684,0.903089986991944,0.845098040014257,1.5910646070265,1.11394335230684,0,1.07918124604762,1.38021124171161,1.41497334797082,1.38021124171161,2.3747483460101,0.954242509439325,0.698970004336019,0.954242509439325,1.60205999132796,0.698970004336019,1.14612803567824,0,0.602059991327962,0,0.477121254719662,1.56820172406699,0,0,0.477121254719662,0,0,0.477121254719662,0,0,0,0,1.14612803567824,0.698970004336019,0.954242509439325,1.20411998265592,1.07918124604762,0.698970004336019,0.954242509439325,0.954242509439325,0,0,0,1.23044892137827,0,1.11394335230684,0.477121254719662,0,1.79239168949825,1.88649072517248,0.845098040014257,2.94101424370557,0.698970004336019,0.477121254719662,0.778151250383644,1.55630250076729,1.34242268082221,3.20303288701471,3.77342072329061,0.602059991327962,3.03342375548695,2.96801571399364,0,0,2.13033376849501,2.09342168516224,0.301029995663981,0,1.34242268082221,0,1.30102999566398,0.477121254719662,0,1.07918124604762,2.78390357927274,0.477121254719662,0.477121254719662,0,0.477121254719662,0,0,1,0,0,0,3.16967443405881,0,0,0,1.7160033436348,0,0,1.66275783168157,0,1.7160033436348,0,1.98677173426624,0,0.698970004336019,0,0,0,0,0,0.301029995663981,0,0.301029995663981,0.301029995663981,0,0,0.698970004336019,0.477121254719662,0,0,1.20411998265592,0,0.477121254719662,0,0,0,0,0.477121254719662,0,0,0,0,0.602059991327962,0.477121254719662,0.845098040014257,3.71825250009775,0,0,0,0,0.778151250383644,0,0,0.845098040014257,0,1.04139268515822,0,0,0,0,0,0,0.698970004336019
"diaminopyrimidine",0.903089986991944,1.30102999566398,2.80617997398389,2.75204844781944,4.17204803418026,1.23044892137827,1.23044892137827,2.23552844690755,3.43616264704076,2.99869515831166,2.24303804868629,2.00860017176192,1.36172783601759,0.477121254719662,1.17609125905568,1.17609125905568,1.04139268515822,1.14612803567824,0.698970004336019,0.477121254719662,2.94299959336604,1.11394335230684,1.04139268515822,0.778151250383644,0.602059991327962,0.602059991327962,0.477121254719662,0,0,0,1.07918124604762,2.39967372148104,0.477121254719662,0,1.27875360095283,0,0,0,0,0,0,0,2.19033169817029,0.698970004336019,0.778151250383644,0.845098040014257,1,0,0.698970004336019,0.698970004336019,0,0,0,2.08278537031645,0,0.602059991327962,0,0.477121254719662,2.22788670461367,1,1.34242268082221,0.477121254719662,0.602059991327962,1.56820172406699,1.63346845557959,1.86332286012046,1.90308998699194,2.45178643552429,3.29402509409532,0.778151250383644,2.63346845557959,2.27646180417324,1,0.477121254719662,1.27875360095283,1.07918124604762,0.698970004336019,0.954242509439325,0.477121254719662,0.903089986991944,0.778151250383644,1.14612803567824,1.81291335664286,0.698970004336019,0.954242509439325,1.32221929473392,0.477121254719662,1.20411998265592,0,0,0,1.27875360095283,0,0,0.477121254719662,2.64738297011462,0,0,0,1.68124123737559,0,0,1.79934054945358,0,1.66275783168157,0,1.14612803567824,0,0,0,0,0,0,0,0,0,0,0.954242509439325,0,0,0,0,0,0,0,0,0.477121254719662,0,1.85733249643127,0,0,0,0,0,0,0.698970004336019,0,0,0,2.75434833571102,0,0,0,0,0,0,0,0,0,1.79239168949825,0,0,0,0,0,0,0
"mupirocin-like",0.477121254719662,0,1.69019608002851,2.47712125471966,1.53147891704226,2.75204844781944,2.51982799377572,1.69019608002851,0.845098040014257,1.04139268515822,1.7160033436348,1.46239799789896,1.04139268515822,0.903089986991944,1.6232492903979,1.67209785793572,1.25527250510331,1.47712125471966,1.70757017609794,1.54406804435028,0,0.698970004336019,0,0,1.04139268515822,0,1,0.954242509439325,1.07918124604762,1.11394335230684,1.11394335230684,3.71096311899528,1.57978359661681,0.778151250383644,0,0,0,0,0,0,0,0,3.85162520315331,0,1.44715803134222,2.2718416065365,1.20411998265592,0,0,0,0,0,0,2.78532983501077,0,0,0,0,2.69635638873333,2.8481891169914,3.39707054995941,0.845098040014257,0.778151250383644,0,2.08278537031645,0.903089986991944,1.49136169383427,0,1.34242268082221,1.30102999566398,0,0.845098040014257,0.903089986991944,0,1.20411998265592,2.06445798922692,1.63346845557959,1.41497334797082,0.954242509439325,1.17609125905568,0.698970004336019,1.30102999566398,1.61278385671974,1.17609125905568,2.01703333929878,0.845098040014257,1.53147891704226,0.845098040014257,0,0,1.07918124604762,1.41497334797082,0,0,0.954242509439325,0,0,0,0,0,0,0,0.778151250383644,0,1.41497334797082,0,2.26951294421792,0,0,0,0,0,0,0,0,0,0,1.34242268082221,0,0,0.778151250383644,0,0,0,0.903089986991944,0,0.845098040014257,0,0,0.845098040014257,0,0,0,0,0,0,1.50514997831991,0.903089986991944,0,0,0,0,0,0,0,0,0,0,0,1.5910646070265,0,0,0,0,0,0.903089986991944,0
"aminocoumarin",1.20411998265592,0.698970004336019,0,0,4.4132494567875,1.55630250076729,3.91492464820515,3.8285954563717,4.38692680679557,1.57978359661681,0.602059991327962,0.477121254719662,1.47712125471966,0.845098040014257,1.04139268515822,1.17609125905568,0,0,0.903089986991944,0,2.38201704257487,1.11394335230684,0,0,0,0.698970004336019,0.477121254719662,0.477121254719662,0.477121254719662,0,0.903089986991944,1.85125834871908,0,0.477121254719662,1.11394335230684,0,0,0,0,0,0,0.301029995663981,0.845098040014257,1.07918124604762,0.477121254719662,0.698970004336019,0.477121254719662,0.477121254719662,0,0.845098040014257,0,0,0,0,0,0,0,0,0.698970004336019,0.602059991327962,0.602059991327962,3.04610478724604,0.477121254719662,0,0.477121254719662,1.49136169383427,1.36172783601759,3.17955179116519,3.60173414826011,0,2.99607365448528,2.81157500587059,1.11394335230684,0.698970004336019,2.26717172840301,2.23044892137827,0.477121254719662,0,1.25527250510331,0.477121254719662,1.07918124604762,0,1.11394335230684,0.954242509439325,2.82020145948564,0,0,0,0,0,0,1.07918124604762,0,0,0,2.91592721169712,0,0,0,1.56820172406699,0,0,1.8750612633917,0,1.93449845124357,0,1.92941892571429,0,0,0,0,0,0,0,0,0,0.477121254719662,0.301029995663981,0,0,0.698970004336019,0,0,0,0.903089986991944,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0.845098040014257,3.76417613239033,0,0,0,0,0.954242509439325,0.845098040014257,0,0,0,0,0,0,0,0,0,0,0
"monobactam",0,0.698970004336019,1.04139268515822,0.301029995663981,4.16199652542245,1.46239799789896,3.23603314711764,3.1914510144649,3.8011291875797,1.38021124171161,1.20411998265592,0.602059991327962,1.86332286012046,1.79934054945358,0.698970004336019,0.477121254719662,0,0.477121254719662,1.73239375982297,0.954242509439325,1.34242268082221,0.477121254719662,0,0.477121254719662,0.477121254719662,1.95424250943932,0.477121254719662,0.477121254719662,0.778151250383644,0.477121254719662,0.903089986991944,1.30102999566398,1.17609125905568,0.301029995663981,1.11394335230684,0,0.477121254719662,1.5910646070265,0,0,0.477121254719662,0,1.04139268515822,2.24551266781415,0.477121254719662,0.602059991327962,0,1.34242268082221,1.83250891270624,1.23044892137827,0,0,0,0.301029995663981,0,0,0,0,0.698970004336019,1.30102999566398,1.17609125905568,1.84509804001426,0,0,0,0.903089986991944,0.845098040014257,2.68394713075151,3.1914510144649,0,2.73719264270474,2.49276038902684,1.11394335230684,0,0.954242509439325,1.44715803134222,0.301029995663981,0.301029995663981,0.845098040014257,0.477121254719662,0.477121254719662,0,1.04139268515822,0,2.34044411484012,0.845098040014257,0,0.301029995663981,0,0,1.11394335230684,0,0,0,0,2.64738297011462,0,0,0,1.46239799789896,0,0,0.698970004336019,0,1.73239375982297,0,1.27875360095283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0.301029995663981,0,0.477121254719662,2.85186960072977,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0.698970004336019
"glycopeptide",2.35602585719312,0.301029995663981,2.03742649794062,2.26481782300954,1.27875360095283,2.25767857486918,2.6414741105041,2.39967372148104,0,2.39794000867204,1.89209460269048,2.14921911265538,1.11394335230684,0.778151250383644,0.602059991327962,0,0,0,0.954242509439325,0,2.35024801833416,0,0.845098040014257,0,0,0,0,0.602059991327962,0,0,0.477121254719662,1.89209460269048,0.845098040014257,0,0,0,0,0,0.301029995663981,0,0,0,2.00432137378264,0,0,0,0.301029995663981,0.477121254719662,0,0,0,0,0,1.69897000433602,0.301029995663981,0,0,0.301029995663981,2.09342168516224,1.53147891704226,1.81291335664286,0,0.778151250383644,2.29446622616159,2.52762990087134,1.81291335664286,1.56820172406699,0,1.54406804435028,0.954242509439325,0,0,1.04139268515822,0,0.477121254719662,0.698970004336019,1.30102999566398,0.602059991327962,0.845098040014257,0,0.845098040014257,0.954242509439325,1,1,1.20411998265592,0.778151250383644,0.698970004336019,0.778151250383644,0,0,0,0,0,0,0,0,0,0,0,1.90848501887865,0,0,2.00432137378264,0,1.44715803134222,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0.477121254719662,0,0,0,0,0,0,0,0,1.14612803567824,0,0,0,0,0,0,0,0.301029995663981,0,0,1.07918124604762,0,0,0,0,0,0,0.301029995663981,0,0,1.36172783601759,0,0,0,0,0,0,0
"nucleoside",0.954242509439325,0.698970004336019,0,0.903089986991944,3.57863920996807,1.36172783601759,3.76327821101898,3.65272969606925,4.12509071308263,1.17609125905568,0.301029995663981,0,0.477121254719662,0,0,0,0,0,0,0.698970004336019,2.21218760440396,0,0,0,0,0,0,0,0.477121254719662,0,0,0.698970004336019,0.477121254719662,0,0,0,0,0.477121254719662,0.301029995663981,0,0,0.477121254719662,1.11394335230684,0,0,0,0.477121254719662,0,0,0,0,0,0,0.698970004336019,0,0,0,0,1.38021124171161,0.477121254719662,0,2.78958071216443,1,0.477121254719662,0,1.25527250510331,0.845098040014257,3.02160271602824,3.09795107099415,0.477121254719662,2.12710479836481,1.69897000433602,0,0.698970004336019,2.10720996964787,2.08278537031645,0,0.954242509439325,1.44715803134222,0.301029995663981,0.698970004336019,0,0,1.11394335230684,2.65224634100332,0.845098040014257,0,0.301029995663981,0,0,0,1.04139268515822,0,0,0,2.07918124604762,0,0,0,0.698970004336019,0,0,1.54406804435028,0,1.47712125471966,0,1.78532983501077,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0.845098040014257,0,0,0,0,0,0,0,0,0,0.698970004336019,3.54120469068326,0,0,0,0,0.698970004336019,0,0,0.477121254719662,0,0,0,0,0.477121254719662,0,0,0,0.698970004336019
"nitroimidazole",0,0,0,0,3.28194193344082,1.07918124604762,3.11693964655076,3.04610478724604,3.52009032811284,0.845098040014257,0,0,0,0,0.778151250383644,0,0,0.301029995663981,0.477121254719662,0,1.78532983501077,0,0,0,0,0,0,0,0.903089986991944,0.301029995663981,0,2.31597034545692,0,0,0,0,0,0,0,0,0,0.301029995663981,2.36921585741014,0,0,0,0,0,0,1.25527250510331,0,0,0,0.301029995663981,0,0,0,0,0.477121254719662,2.35602585719312,2.25767857486918,1.83250891270624,0,0,0,1.14612803567824,0.954242509439325,2.21748394421391,2.48713837547719,0,1.83250891270624,1.97772360528885,0,0,1.39794000867204,1.39794000867204,0,0,0.845098040014257,0,0.845098040014257,0,1.44715803134222,0,2.06069784035361,0,0,0,0,0,0,0.845098040014257,0,0,0,1.7481880270062,0,0,0,0.845098040014257,0,0,0.845098040014257,0,0.698970004336019,0,1.25527250510331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,2.9329808219232,0,0,0,0,0.477121254719662,0,0,0,0,1.32221929473392,0,0,0,0,0,0,0
"phosphonic acid",0.301029995663981,0,0.778151250383644,0.602059991327962,3.32221929473392,0.602059991327962,2.95856388322197,2.82994669594164,3.39445168082622,0.301029995663981,0,0,0,0.301029995663981,0,0.477121254719662,0.954242509439325,0.698970004336019,0,0,1.43136376415899,0,0,0,0,0,0.477121254719662,0,0.698970004336019,0,0,0.845098040014257,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0.698970004336019,0,0.778151250383644,0,0,0.845098040014257,0.602059991327962,0.602059991327962,1.92941892571429,0,0,0,0.778151250383644,0.477121254719662,2.19865708695442,2.70842090013471,0.301029995663981,1.80617997398389,1.60205999132796,0,0,1.07918124604762,1.23044892137827,0,0,0.602059991327962,0,0.477121254719662,0,0,0.698970004336019,1.77815125038364,0,0,0,0,0,0,0,0,0,0,1.98677173426624,0,0,0,0.845098040014257,0,0,0.845098040014257,0,0.778151250383644,0,0.778151250383644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77158748088126,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0
