"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Fluviicola",0.162913747308061,-0.332732494264893,3.17268576778584,-0.10487407786908,0.916475728380579,0.999750903113572
"Hymenobacter",6.18803337086911,-0.543069433432591,0.776282298701674,-0.699577247015513,0.484191356070866,0.999750903113572
"Pontibacter",0.895153514881749,0.000547946118727427,1.9121717646843,0.000286556955210503,0.999771360632776,0.999771360632776
"Rufibacter",0.16215646254585,-0.587161430591105,3.17807069647334,-0.184754049443478,0.853421950522395,0.999750903113572
"Adhaeribacter",0.520299798375641,-2.18722536434951,3.14362954683214,-0.695764348745734,0.486576419373614,0.999750903113572
"Nibribacter",0.0375521333067007,-0.559618508742869,3.18186196818781,-0.175877682419264,0.860390038879154,0.999750903113572
"Emticicia",0.381006508032973,0.933523780748042,3.18528882139161,0.293073511726387,0.769465962843647,0.999750903113572
"Runella",0.273957025655407,-0.349001148592522,3.1706697180343,-0.110071744971561,0.912352476216723,0.999750903113572
"Dyadobacter",0.627340798973746,-0.634229133266613,2.12590953562052,-0.298333077038244,0.765448961220828,0.999750903113572
"Tellurirhabdus",0.148323921806761,-0.390643756498377,3.17544763877517,-0.123020059196774,0.902091213675796,0.999750903113572
"Aquirufa",0.195430901895396,-1.09982965319888,3.170607243666,-0.346882968679275,0.728679242177211,0.999750903113572
"Marinilongibacter",0.282152574108744,-0.0344153911362294,3.17044363151369,-0.0108550711307863,0.991339076428476,0.999750903113572
"Larkinella",0.0751042666134013,-0.579718675195345,3.17729997396646,-0.182456387481614,0.855224577556421,0.999750903113572
"Belliella",0.0616517952235107,-0.272145545659792,3.188486130126,-0.085352588831565,0.931981084185724,0.999750903113572
"Algoriphagus",0.664575404073745,0.193630022336584,2.1152104755422,0.0915417281521118,0.927062151135098,0.999750903113572
"Echinicola",0.602008227359378,0.71179290139933,2.12964540485198,0.334230712670593,0.738205469923731,0.999750903113572
"Cyclobacterium",0.0936782018182016,0.00462146861245684,3.1922621773559,0.00144770960394134,0.998844895261979,0.999750903113572
"Mongoliitalea",0.0384363510043658,0.028798578493826,3.19578514437712,0.00901142510925558,0.992810020345946,0.999750903113572
"Spirosoma",1.16730793216101,-0.235505905074447,1.42735230996505,-0.164994937430839,0.868947966790524,0.999750903113572
"Rhodocytophaga",0.10671664507436,-0.41976871962227,3.18217671852484,-0.131912447595576,0.895053542912305,0.999750903113572
"Flammeovirga",0.612081102965949,0.0362157321249011,1.97730672349973,0.0183156875433069,0.985387012716134,0.999750903113572
"Chondrinema",0.0111476894282417,0.540413994078991,3.19787739185469,0.168991467732778,0.865803352640832,0.999750903113572
"Imperialibacter",0.150806316085936,-0.72686869050685,3.18072538660239,-0.228522931771637,0.819239730741849,0.999750903113572
"Fulvivirga",0.117476450915363,-0.505759076907489,3.1747919481822,-0.159304636386354,0.873428868100102,0.999750903113572
"Chryseolinea",0.139157079802783,-1.24357581196192,3.17324345367771,-0.391894233806941,0.695136363665517,0.999750903113572
"Catalinimonas",0.0187760666533503,-0.46978485202418,3.18906449016586,-0.147311179649348,0.882886408664145,0.999750903113572
"Reichenbachiella",0.130729510640457,-0.558215048829878,3.17657524404426,-0.175728577459788,0.860507183091527,0.999750903113572
"Candidatus Cardinium",0.224838192757412,0.408201585749924,3.19097104903988,0.127923938975487,0.898209166126852,0.999750903113572
"Marivirga",0.68851742446351,0.409802210062325,2.26997676310368,0.180531455970506,0.856735361772941,0.999750903113572
"Bernardetia",0.0789665732280668,-0.977987493108719,3.17800435726158,-0.307736360044336,0.758282950138538,0.999750903113572
"Roseivirga",0.380979029562316,0.474786119182883,3.16616680818101,0.14995612927155,0.880799227564599,0.999750903113572
"Mangrovivirga",0.0281640999800255,-0.547069848135014,3.18477936351594,-0.171776373083207,0.863613340952976,0.999750903113572
"Arachidicoccus",0.303773736686124,-1.05276663141168,3.16222496421337,-0.332919587735139,0.739194983188356,0.999750903113572
"Chitinophaga",1.54067507106662,0.0664066829419403,1.52608991387761,0.0435142663207889,0.965291592418532,0.999750903113572
"Sediminibacterium",0.252125698396426,0.558895533544493,3.157324687837,0.177015539674311,0.859496183437522,0.999750903113572
"Ferruginibacter",0.345761560552279,0.401942886783819,3.17088673739541,0.126760404918776,0.89913003516486,0.999750903113572
"Niabella",0.46066777026569,-0.846474898206627,3.17048593536615,-0.266985854996032,0.789480051989723,0.999750903113572
"Filimonas",0.252904705588914,0.206925110226413,3.16516115868201,0.0653758528720787,0.947874749558003,0.999750903113572
"Flavihumibacter",0.138859916642107,-1.34652796583075,3.16819002314105,-0.425014899988781,0.670825812925193,0.999750903113572
"Pseudobacter",0.194472619162026,-0.730433711414313,3.17008086156162,-0.230414851643403,0.817769421659786,0.999750903113572
"Flavisolibacter",0.0803832349181009,0.00394565028263676,3.17840744483959,0.00124139222271294,0.999009512565996,0.999750903113572
"Phnomibacter",0.132146002885404,-0.580809213708976,3.16874579609355,-0.183293091678418,0.854568054618292,0.999750903113572
"Niastella",0.35275119164166,-0.790191157571821,3.15784599005739,-0.250231062584993,0.802408664727482,0.999750903113572
"Longitalea",0.231532545415569,-0.834701147992027,3.16819550320669,-0.263462638952421,0.792194016370778,0.999750903113572
"Paraflavitalea",0.107715384150635,-0.673545155371289,3.17737763338367,-0.21198146178615,0.832121497021085,0.999750903113572
"Sphingobacterium",3.06952473823068,-0.453932449319654,0.947816722353102,-0.478924288434895,0.631992491299292,0.999750903113572
"Mucilaginibacter",2.25163482784322,-0.244261744077271,1.36341766920995,-0.179154010978024,0.857816773340613,0.999750903113572
"Pedobacter",2.04833740223164,-0.648573144504375,1.17699441236052,-0.551041821178766,0.581605006049796,0.999750903113572
"Pseudopedobacter",0.0100679909085487,0.511584828665511,3.19845595052329,0.159947436068898,0.872922480930076,0.999750903113572
"Anseongella",0.174240569833731,0.257021726881339,3.1739340499679,0.0809789122379333,0.935458723014271,0.999750903113572
"Haliscomenobacter",0.0281640999800255,-0.547069848135014,3.18477936351594,-0.171776373083207,0.863613340952976,0.999750903113572
"Saprospira",0.182553958821865,0.29717581575726,3.17469935219475,0.0936075460348127,0.925420915069557,0.999750903113572
"Candidatus Sulfidibacterium",0.0290471783753404,0.220442993607637,3.19482566505567,0.0690000071111222,0.944989613840532,0.999750903113572
"Prosthecochloris",0.331056221632768,-0.947131821017665,3.16506509572027,-0.299245605500612,0.764752654428258,0.999750903113572
"Chlorobaculum",0.0845104568837513,0.435131941445005,3.18349252563931,0.136683826941802,0.891280713771479,0.999750903113572
"Chlorobium",0.721935816227509,-0.00687677074341824,2.83412860955299,-0.00242641449658944,0.998064003234756,0.999750903113572
"Melioribacter",0.0508024732480413,-0.178892615091498,3.19203466107429,-0.0560434437861933,0.955307198387838,0.999750903113572
"Salinibacter",0.208370168092254,0.601668679317909,3.1819156423436,0.18909007872841,0.850022217246279,0.999750903113572
"Cyclonatronum",0.0382025027027648,-0.658838275223145,3.18713904918583,-0.206717769465204,0.83623027910802,0.999750903113572
"Fibrobacter",0.0737954325450693,-0.0177450950053088,3.18918454291495,-0.00556414806560225,0.995560475072206,0.999750903113572
"Gemmatirosa",0.151040164387537,-0.334943218855272,3.18494933643993,-0.105164378919027,0.916245375450249,0.999750903113572
"Candidatus Cloacimonas",0.0702289092974558,-0.398137314175232,3.18898245220961,-0.124847759478691,0.900644076557744,0.999750903113572
"Flavonifractor",19.2206103286372,-0.346444779056087,0.854179694845732,-0.405587701448062,0.685045566854656,0.999750903113572
"Faecalibacterium",1075.5661082112,-1.23734418382457,0.861600343866237,-1.43609991875382,0.150973911224897,0.999750903113572
"Ruthenibacterium",11.1722013844887,0.379229408108444,0.936205927820052,0.405070505152085,0.685425686204611,0.999750903113572
"Oscillibacter",3.43964542640428,0.248210292524192,1.12739507312588,0.22016265499191,0.825744480040127,0.999750903113572
"Dysosmobacter",9.83373871779422,-0.834734380456651,0.883209095571066,-0.945115244671398,0.344600043248355,0.999750903113572
"Anaerotruncus",13.6897080260498,-1.15545812223169,0.804086266865323,-1.43698278386991,0.150722885458857,0.999750903113572
"Pusillibacter",9.13117330237551,-0.93427562785079,0.864071842480624,-1.08124762539261,0.27958697813748,0.999750903113572
"Solibaculum",1.46308554714795,-1.1787885379091,1.7179619634722,-0.686155201903671,0.492615243863853,0.999750903113572
"Vescimonas",53.5628975078047,-1.75910061277663,0.873414831243014,-2.0140493953751,0.0440043477230106,0.999750903113572
"Ruminococcus",81.784994954348,-0.973656236919149,0.766920701421519,-1.26956572578421,0.204239364621153,0.999750903113572
"Lawsonibacter",10.6650406201506,0.454175013039544,1.03005534215298,0.440922923704511,0.659268797386637,0.999750903113572
"Subdoligranulum",15.9083618640067,-0.922524662578378,0.882798879387741,-1.0449998115292,0.296023056629914,0.999750903113572
"Caproicibacterium",4.81801061195774,-1.56463670254633,0.836951662113953,-1.86944691476495,0.0615606626661517,0.999750903113572
"Petroclostridium",0.0958668522568438,-0.0501363239438888,3.178948149748,-0.0157713563047146,0.987416799952179,0.999750903113572
"Ethanoligenens",0.627749567244967,-0.755612932690338,2.12783284480748,-0.355109159318717,0.722507815116315,0.999750903113572
"Thermocaproicibacter",0.19740029418868,-0.497227437537012,3.16612604028282,-0.157046002341902,0.875208593263387,0.999750903113572
"Amygdalobacter",0.771657574934178,-0.825632096284546,1.84736743694773,-0.446923595042185,0.65493022710709,0.999750903113572
"Acetivibrio",0.511306771488871,-1.58096722802005,2.02201059778762,-0.781878804072471,0.434285802766247,0.999750903113572
"Paludihabitans",0.208604633144509,-0.104353028030053,3.17332844179132,-0.032884408262243,0.973766766476116,0.999750903113572
"Ruminiclostridium",0.358978152318455,-0.369159457863083,3.16026866676984,-0.11681268170165,0.907008494010853,0.999750903113572
"Mageeibacillus",1.02194570362626,-2.17390712327975,1.49260288957596,-1.45645378182093,0.145267217332515,0.999750903113572
"Thermoclostridium",0.167113205702827,-1.75973670687602,3.15525152242122,-0.557716776102106,0.577037800187283,0.999750903113572
"Fastidiosipila",0.672382117534162,-1.13742814151813,1.99975306799438,-0.568784296282591,0.569502533018097,0.999750903113572
"Intestinibacillus",3.26511224913806,0.18755731237563,1.084603297262,0.172927108786322,0.862708722920389,0.999750903113572
"Agathobaculum",1.5845222941198,-0.573872251861191,1.24263811837699,-0.461817679157246,0.644212071712004,0.999750903113572
"Flintibacter",3.09615981981843,-0.326826809925986,1.21715764796884,-0.268516416481781,0.788301840179946,0.999750903113572
"Intestinimonas",6.40868368871819,-1.17309071400985,0.998408918074148,-1.17496017190296,0.240010650387183,0.999750903113572
"Massilistercora",3.98858011676834,0.264583478363763,1.10693270217124,0.239023996530939,0.811086975430095,0.999750903113572
"Proteiniborus",0.273984767478191,-0.315421857542303,2.93941059523215,-0.107307858947617,0.91454475000663,0.999750903113572
"Thermaerobacter",0.516218400804663,-1.64835740024845,2.39008687823808,-0.689664219010979,0.490405372153844,0.999750903113572
"Carboxydocella",0.00938803332667516,-0.227375177418607,3.19511119623957,-0.0711634630075513,0.943267659959074,0.999750903113572
"Sinanaerobacter",0.227936961856943,0.170659968169195,3.17375212798455,0.0537723052359386,0.957116574805852,0.999750903113572
"Clostridium",33.3530672225727,-1.09847070285871,0.620492805972175,-1.77031980433303,0.0766738807584472,0.999750903113572
"Hungatella",5.30121867131153,-1.35596301911126,0.81783227515472,-1.65799646248338,0.0973181803906708,0.999750903113572
"Candidatus Arthromitus",0.0334430682847251,0.821502843608763,3.19278651440303,0.25729964715864,0.796947464813903,0.999750903113572
"Crassaminicella",0.342274936115386,0.753611890292255,3.1677936157222,0.237898039364677,0.81196017622617,0.999750903113572
"Proteiniclasticum",0.179026993147161,-1.30351656732766,3.16995923730927,-0.411209252152439,0.680919104594854,0.999750903113572
"Oceanirhabdus",0.091450595986628,0.652672843083322,3.18494352902521,0.204924463223711,0.837631141906584,0.999750903113572
"Caloramator",0.393411499669773,-1.28566192789951,2.40145082806643,-0.535368833237649,0.592394837258841,0.999750903113572
"Eubacterium",33.4003327744502,-0.912894910119805,0.731635007244212,-1.24774635040815,0.212123961377354,0.999750903113572
"Acetobacterium",0.242936283115693,0.0870530902159794,2.64823572493945,0.0328721077946979,0.973776575526135,0.999750903113572
"Alkalibacter",0.0503461400243235,-0.44768850159678,3.18773063964023,-0.140441132644541,0.888311460723619,0.999750903113572
"Caproiciproducens",1.43676648062965,-0.306558712944392,1.38891939537525,-0.220717425334513,0.825312462598961,0.999750903113572
"Caproicibacter",2.45650268068524,-2.47597829481591,1.76990939966368,-1.39892940016387,0.161834155187976,0.999750903113572
"Maliibacterium",0.701212529514471,-2.29689609581514,2.20369357294711,-1.0422937762365,0.297275496984096,0.999750903113572
"Alkalicella",0.140862358036912,0.0350039099603259,3.19545156615173,0.0109542921354558,0.991259914227586,0.999750903113572
"Desulfitobacterium",0.859729335356798,-0.406738045626851,1.73528428680935,-0.234392744012403,0.814680091209947,0.999750903113572
"Dehalobacter",0.399954341842544,-0.991439722842042,2.34117442535388,-0.423479648549545,0.671945343943152,0.999750903113572
"Syntrophobotulus",0.406975804113457,0.204063419461184,3.18565325224614,0.0640570091290704,0.948924833249758,0.999750903113572
"Desulfosporosinus",0.126351788653805,-0.655465252568774,3.17465507941826,-0.206468178800982,0.836425218860508,0.999750903113572
