"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Macellibacteroides",4.88099096580673,1.02003746421778,0.709217292453107,1.43825802764845,0.150360856160846,0.462533848900359
"Sodaliphilus",37.0892631114256,3.25143488685266,0.596137705387218,5.45416748088549,4.92028121360251e-08,1.27327277259324e-06
"Duncaniella",66.9363598714381,2.12687302915051,0.78008060973695,2.72647852363323,0.006401411827368,0.0457064502575923
"Muribaculum",41.9650718326043,3.40861588263415,0.705694981787081,4.83015462856527,1.36427061377046e-06,2.73111532303861e-05
"Paramuribaculum",32.3105992313777,2.2283156411618,0.645531328522688,3.45190936938932,0.000556634661478755,0.00573387743523262
"Proteiniphilum",10.4090662145301,1.90960914109521,0.655124496477788,2.91487976920728,0.00355825593823654,0.0283883669272102
"Dysgonomonas",4.66587070616077,1.49728584349004,0.697884038291533,2.14546509353544,0.0319156794467076,0.158979041750971
"Petrimonas",10.7140707321926,1.9433830840261,0.700253693440305,2.77525574264146,0.00551583148295127,0.0403606703683538
"Paludibacter",3.3031577126458,1.56155463098366,0.821382578758905,1.90112947530874,0.0572850557078421,0.241188270261986
"Candidatus Azobacteroides",10.0489778835826,-0.809092418618369,1.25399599052828,-0.645211328209685,0.518790246047154,0.813052364927666
